N° Commande,Statut,Opérateur,Client,Téléphone,Adresse,Ville,Produit,Quantité,Prix,Date Création,Motifs,Modification
YCN-000306,Non affectée,,Zineb Benali,07-97-30-21-65,N/A,Kénitra,CHAUSS FEM YZ 248 - 38/Rouge / rouge,1,259,2023-11-11 15:56:16,,
SHP-000307,Non affectée,,محمد الإدريسي,07-36-29-12-71,N/A,Agadir,ESP HOM YZ650 - 43/أسود أبيض / noir blanc,1,299,2024-11-23 17:21:54,,
SHP-000308,Non affectée,Marketing,Brahim Benali,07-33-33-60-54,N/A,Khouribga,SDL HOM YZ740 - 41/noir / أسود,1,345,2023-06-27 20:28:52,,
SHP-000309,Non affectée,,Hamid El Fassi,06-35-16-48-65,N/A,Safi,CHAUSS HOM YZ 304 - 44/Marron / marron,1,279,2023-10-06 20:00:09,,
YCN-000310,Non affectée,,Malika Idrissi,07-14-57-20-63,15 Bd Hassan II,أگادير,CHAUSS HOM YZ 303 - 40/Noir / noir,1,289,2024-07-13 14:08:18,,
YCN-000311,Non affectée,,Mohamed Alaoui,07-28-36-50-84,7 Rue El Harouchi,بني ملال,CHAUSS FEM YZ 249 - 36/Bleu / bleu,3,249,2024-08-09 20:47:14,,
YCN-000312,Non affectée,Op2,Youssef Idrissi,07-40-62-20-83,N/A,Khouribga,CHAUSS FEM YZ 248 - 39/Rouge / rouge,1,259,2023-08-30 18:53:27,,
YCN-000313,Non affectée,,Salma El Fassi,06-88-36-78-36,N/A,مكناس,CHAUSS FEM YZ 247 - 40/Noir / noir,1,239,2025-07-05 22:37:21,,
SHP-000314,Non affectée,,Fatima Chafik,07-67-28-27-88,8 Rue Al Massira,Casablanca,CHAUSS HOM YZ 303 - 42/Noir / noir,1,289,2023-10-03 18:39:41,,
SHP-000315,Non affectée,,Abdelkader Tazi,06-35-32-39-46,N/A,Khouribga,ESP HOM YZ650 - 42/الرمادي / gris,1,299,2025-05-09 15:31:45,,
SHP-000316,Non affectée,,Driss Tazi,07-72-37-18-73,N/A,Rabat,CHAUSS FEM YZ 244 - 41/أحمر / rouge,1,249,2024-04-20 09:03:42,,
YCN-000317,Non affectée,,إكرام التازي,06-96-66-19-68,N/A,مراكش,CHAUSS HOM YZ 303 - 44/Marron / marron,1,289,2023-07-20 21:03:14,,
YCN-000318,Erronée,,نور الدين الشافعي,06-68-43-82-86,N/A,تطوان,CHAUSS FEM YZ 249 - 39/Rose / rose,1,249,2024-12-24 17:44:39,Client non joignable,
SHP-000319,Non affectée,,Ikram Idrissi,06-35-44-49-58,N/A,تازة,CHAUSS HOM YZ 303 - 43/Noir / noir,1,289,2023-12-09 08:41:41,,
YCN-000320,Non affectée,,إبراهيم Touhami,07-56-18-32-96,N/A,بني ملال,CHAUSS FEM YZ 249 - 40/Rose / rose,1,249,2024-07-21 08:26:30,,
SHP-000321,Non affectée,,Salma Bennani,06-33-58-58-81,N/A,Tanger,CHAUSS HOM YZ 304 - 42/Marron / marron,1,279,2024-02-11 15:05:04,,
YCN-000322,Erronée,,Omar Benali,07-82-72-95-56,N/A,الجديدة,ESP HOM YZ650 - 42/أسود أبيض / noir blanc,1,299,2023-07-07 12:42:59,Client non joignable,
YCN-000323,Non affectée,,خديجة بن علي,06-42-95-29-16,N/A,Taza,SDL HOM YZ740 - 42/marron / بني,1,345,2025-06-19 08:26:25,,
YCN-000324,Erronée,,Mustapha Amrani,07-97-51-24-75,N/A,Agadir,CHAUSS FEM YZ 249 - 38/Bleu / bleu,1,249,2023-01-05 15:48:57,Adresse incomplète,
YCN-000325,Non affectée,,Noureddine Amrani,06-17-96-63-90,N/A,تطوان,CHAUSS FEM YZ 244 - 41/أحمر / rouge,1,249,2025-03-14 13:23:56,,
YCN-000326,Doublon,,Zineb Amrani,07-88-25-57-22,N/A,Oujda,CHAUSS FEM YZ 248 - 41/Vert / vert,1,259,2024-10-06 13:12:33,SHP-000214 (L446),
SHP-000327,Non affectée,,Widad Amrani,06-67-60-80-50,N/A,فاس,CHAUSS FEM YZ 249 - 37/Bleu / bleu,1,249,2025-02-21 10:56:02,,
SHP-000328,Non affectée,,Houda Idrissi,06-34-97-58-25,15 Bd Hassan II,Kénitra,CHAUSS FEM YZ 249 - 38/Bleu / bleu,1,249,2024-02-21 08:55:12,,
YCN-000329,Doublon,,خديجة الإدريسي,06-62-43-56-28,Lotissement Chourouk,Casablanca,ESP HOM YZ650 - 43/الرمادي / gris,1,299,2025-05-17 11:10:36,YCN-000318 (L130),
YCN-000330,Non affectée,,Karim Bennani,06-20-61-49-15,N/A,تطوان,CHAUSS HOM YZ 304 - 42/Marron / marron,1,279,2024-09-08 18:04:29,,
YCN-000331,Non affectée,Vente,Omar El Fassi,06-92-93-31-79,N/A,Khemisset,CHAUSS FEM YZ 247 - 39/Noir / noir,1,239,2023-01-08 16:22:14,,
YCN-000332,Doublon,,Layla Benali,07-91-28-28-55,N/A,Casablanca,CHAUSS FEM YZ 248 - 38/Vert / vert,1,259,2025-01-20 11:43:48,YCN-000119 (L76),
YCN-000333,Non affectée,,Malika Bennani,07-34-94-50-46,21 Rue Moulay Ismail,طنجة,CHAUSS HOM YZ 303 - 42/Marron / marron,1,289,2024-01-15 21:46:20,,
YCN-000334,Doublon,Op1,Brahim Bennani,06-65-64-55-87,N/A,Essaouira,CHAUSS HOM YZ 303 - 41/Noir / noir,1,289,2023-05-20 10:06:17,YCN-000176 (L84),
YCN-000335,Non affectée,,إسماعيل Abouali,06-36-10-14-26,N/A,Beni Mellal,CHAUSS FEM YZ 249 - 36/Rose / rose,1,249,2023-02-18 16:03:29,,
SHP-000336,Non affectée,,نور الدين العلوي,06-83-42-88-88,N/A,Oujda,ESP HOM YZ650 - 41/الأزرق / bleu,1,299,2023-03-20 11:12:02,,
YCN-000337,Non affectée,Op1,Mohamed Idrissi,06-47-82-41-42,N/A,وجدة,SDL HOM YZ740 - 42/noir / أسود,1,345,2025-04-08 19:43:53,,
YCN-000338,Non affectée,,Salma Alaoui,06-68-90-97-74,N/A,مراكش,ESP HOM YZ650 - 43/الأزرق / bleu,1,299,2025-06-02 13:59:42,,
YCN-000339,Non affectée,,كريم Abouali,07-29-53-36-37,N/A,مكناس,CHAUSS FEM YZ 248 - 39/Rouge / rouge,1,259,2023-10-21 15:43:07,,
SHP-000340,Non affectée,,يوسف العمراني,07-40-42-12-78,N/A,الجديدة,CHAUSS FEM YZ 244 - 41/أزرق / bleu,1,249,2024-04-29 17:56:05,,
SHP-000341,Erronée,,عائشة التازي,07-14-78-11-41,N/A,Tanger,ESP HOM YZ650 - 40/الرمادي / gris,1,299,2023-10-15 12:40:02,Numéro de téléphone invalide,
YCN-000342,Non affectée,,إبراهيم Essabri,07-83-54-90-36,N/A,Ouarzazate,CHAUSS FEM YZ 248 - 37/Bleu / bleu,1,259,2024-11-12 08:46:24,,
YCN-000343,Non affectée,,فاطمة Bouziane,06-60-52-27-37,N/A,أگادير,CHAUSS HOM YZ 303 - 44/Marron / marron,1,289,2023-12-22 11:38:54,,
SHP-000344,Non affectée,,Fatima El Fassi,07-60-13-50-62,N/A,Rabat,ESP HOM YZ650 - 43/الأزرق / bleu,1,299,2023-11-06 17:45:05,,
SHP-000345,Non affectée,,Ikram Alaoui,06-88-71-52-70,N/A,Marrakech,CHAUSS FEM YZ 244 - 40/أحمر / rouge,1,249,2023-11-22 19:45:34,,
SHP-000346,Non affectée,,إدريس الشافعي,07-69-54-91-41,"Rés. Al Amal 2, App 5",آسفي,ESP HOM YZ650 - 44/أسود أبيض / noir blanc,1,299,2025-05-01 13:35:36,,
YCN-000347,Non affectée,,لحسن بناني,06-37-91-80-56,N/A,Casablanca,CHAUSS HOM YZ 303 - 44/Marron / marron,1,289,2023-10-05 20:46:52,,
YCN-000348,Non affectée,,لحسن الفاسي,07-21-53-91-53,N/A,Casablanca,SDL HOM YZ740 - 41/noir / أسود,1,345,2023-06-08 21:06:13,,
SHP-000349,Non affectée,,Driss Idrissi,07-38-43-41-66,N/A,Essaouira,ESP HOM YZ650 - 41/الأزرق / bleu,1,299,2024-04-15 18:48:00,,
YCN-000350,Doublon,,Salma Tazi,07-81-93-35-98,N/A,وجدة,CHAUSS FEM YZ 248 - 40/Rouge / rouge,1,259,2023-04-27 10:30:08,YCN-000107 (L369),
YCN-000351,Non affectée,,Ismail Chafik,07-61-27-20-66,N/A,الرباط,CHAUSS FEM YZ 244 - 41/أحمر / rouge,2,249,2023-02-24 14:02:57,,
YCN-000352,Non affectée,,Noureddine Benali,06-78-74-97-99,N/A,مكناس,ESP HOM YZ650 - 44/أسود أبيض / noir blanc,1,299,2024-09-13 17:09:01,,
YCN-000353,Non affectée,,Fatima Amrani,06-19-92-16-45,N/A,Meknès,CHAUSS FEM YZ 247 - 39/Bleu / bleu,1,239,2024-01-09 08:58:21,,
SHP-000354,Non affectée,,Naima Alaoui,07-69-96-63-49,N/A,Casablanca,CHAUSS FEM YZ 244 - 40/أسود / noir,1,249,2023-06-10 13:14:14,,
SHP-000355,Non affectée,,Ismail Benali,07-82-90-88-24,N/A,Beni Mellal,CHAUSS HOM YZ 303 - 43/Noir / noir,1,289,2024-01-06 09:19:48,,
YCN-000356,Non affectée,,مصطفى الإدريسي,07-19-30-87-45,N/A,Marrakech,SDL HOM YZ740 - 43/noir / أسود,1,345,2024-02-19 14:21:25,,
YCN-000357,Non affectée,,Salma Amrani,06-69-63-33-98,N/A,القنيطرة,CHAUSS HOM YZ 303 - 40/Marron / marron,1,289,2024-09-16 19:33:35,,
YCN-000358,Non affectée,,Said Bennani,06-67-81-68-54,N/A,Casablanca,SDL HOM YZ740 - 42/marron / بني,1,345,2023-04-04 18:13:32,,
YCN-000359,Non affectée,,Hamid Bennani,06-11-33-28-51,15 Bd Hassan II,Khouribga,CHAUSS FEM YZ 249 - 37/Bleu / bleu,2,249,2023-10-15 19:36:39,,
YCN-000360,Non affectée,,خديجة Bouziane,06-48-55-63-75,N/A,Oujda,CHAUSS HOM YZ 303 - 41/Noir / noir,1,289,2024-02-16 15:27:46,,
YCN-000361,Non affectée,,رجاء التازي,07-78-73-76-35,12 Rue Al Qods,تازة,CHAUSS FEM YZ 244 - 39/أزرق / bleu,1,249,2024-05-02 16:24:21,,
YCN-000362,Doublon,,Karim El Fassi,06-48-91-84-13,N/A,Essaouira,CHAUSS FEM YZ 249 - 38/Bleu / bleu,1,249,2024-02-11 10:34:32,SHP-000203 (L434),
YCN-000363,Non affectée,,Abdelkader Tazi,07-76-46-12-66,N/A,Agadir,CHAUSS FEM YZ 249 - 40/Bleu / bleu,1,249,2025-05-14 15:15:55,,
YCN-000364,Non affectée,Op3,سعاد Abouali,06-79-60-40-31,N/A,Kénitra,SDL HOM YZ740 - 43/marron / بني,1,345,2024-11-16 14:15:09,,
YCN-000365,Non affectée,,Salma Alaoui,07-41-49-81-84,N/A,تازة,CHAUSS HOM YZ 303 - 44/Noir / noir,1,289,2023-04-03 21:34:45,,
YCN-000366,Non affectée,,Lahcen Bennani,07-24-46-61-35,N/A,Larache,ESP HOM YZ650 - 44/أسود أبيض / noir blanc,1,299,2024-12-27 19:18:29,,
YCN-000367,Non affectée,,Said Tazi,07-39-31-48-66,"Rés. Al Amal 2, App 5",وجدة,CHAUSS HOM YZ 304 - 41/Marron / marron,1,279,2025-01-08 20:48:14,,
SHP-000368,Non affectée,,Salma Chafik,06-55-86-98-70,N/A,Ouarzazate,CHAUSS FEM YZ 249 - 36/Rose / rose,1,249,2025-05-31 12:32:27,,
YCN-000369,Non affectée,,Malika El Fassi,06-51-23-63-56,33 Rue Omar Ibn Khattab,Beni Mellal,CHAUSS HOM YZ 303 - 43/Marron / marron,1,289,2025-03-14 11:00:40,,
SHP-000370,Non affectée,,Youssef Idrissi,07-45-66-80-27,N/A,Taza,CHAUSS FEM YZ 249 - 36/Rose / rose,1,249,2023-10-14 13:24:24,,
SHP-000371,Non affectée,,Fatima Idrissi,07-40-18-97-35,N/A,الرباط,ESP HOM YZ650 - 40/أسود أبيض / noir blanc,1,299,2024-08-03 21:54:33,,
SHP-000372,Non affectée,,عبد القادر Lahlou,07-98-59-26-65,N/A,Larache,ESP HOM YZ650 - 41/الأزرق / bleu,1,299,2025-05-25 09:06:02,,
YCN-000373,Erronée,Op2,زينب Zahidi,01-65-99-72-74,N/A,Ouarzazate,CHAUSS FEM YZ 244 - 38/أسود / noir,1,249,2023-12-26 21:01:40,Client non joignable,
SHP-000374,Non affectée,,إدريس بن علي,06-13-10-53-34,N/A,طنجة,CHAUSS FEM YZ 248 - 41/Bleu / bleu,1,259,2023-07-24 15:41:42,,
YCN-000375,Non affectée,,Said Idrissi,06-58-90-75-96,N/A,Tanger,CHAUSS FEM YZ 244 - 41/أسود / noir,1,249,2024-11-30 19:29:09,,
YCN-000376,Non affectée,,عبد القادر العلوي,06-76-74-28-63,N/A,Taza,CHAUSS FEM YZ 247 - 40/Noir / noir,1,239,2023-03-02 22:24:42,,
YCN-000377,Non affectée,Op2,Salma Amrani,06-53-98-26-88,N/A,تازة,CHAUSS FEM YZ 244 - 40/أحمر / rouge,1,249,2023-12-21 18:03:40,,
YCN-000378,Non affectée,,Ikram Tazi,06-49-18-32-69,N/A,Tanger,ESP HOM YZ650 - 41/الأزرق / bleu,1,299,2024-09-08 19:38:41,,
SHP-000379,Non affectée,,Malika Alaoui,07-62-69-76-26,N/A,Fès,CHAUSS FEM YZ 244 - 38/أسود / noir,1,249,2024-01-31 19:28:43,,
SHP-000380,Doublon,Op2,إبراهيم العمراني,06-94-91-53-27,N/A,Oujda,CHAUSS FEM YZ 247 - 38/Rouge / rouge,1,239,2024-03-06 16:06:08,SHP-000070 (L50),
SHP-000381,Non affectée,Op2,لطيفة التازي,06-21-29-68-91,"Rés. Al Amal 2, App 5",تازة,ESP HOM YZ650 - 44/الأزرق / bleu,1,299,2023-06-13 19:15:28,,
YCN-000382,Non affectée,Vente,Noureddine Benali,06-53-72-83-32,N/A,القنيطرة,CHAUSS HOM YZ 304 - 43/Marron / marron,1,279,2024-03-01 21:52:40,,
YCN-000383,Non affectée,Marketing,Salma Amrani,06-32-79-46-18,N/A,Casablanca,CHAUSS HOM YZ 303 - 40/Noir / noir,1,289,2023-12-14 19:35:21,,
SHP-000384,Non affectée,Marketing,Abdelkader Amrani,07-49-70-97-77,15 Bd Hassan II,Oujda,SDL HOM YZ740 - 43/marron / بني,1,345,2023-08-01 21:14:24,,
SHP-000385,Non affectée,,Mohamed El Fassi,06-68-38-53-89,N/A,Agadir,ESP HOM YZ650 - 40/الأزرق / bleu,1,299,2023-11-08 18:26:05,,
SHP-000386,Non affectée,,Samira Amrani,07-22-52-34-50,N/A,مكناس,CHAUSS HOM YZ 303 - 41/Noir / noir,1,289,2025-05-23 09:58:04,,
SHP-000387,Non affectée,,Hamid Benali,06-59-36-60-70,N/A,الجديدة,ESP HOM YZ650 - 40/أسود أبيض / noir blanc,1,299,2023-07-04 18:37:44,,
YCN-000388,Non affectée,Marketing,سعاد Touhami,06-17-46-78-14,N/A,القنيطرة,CHAUSS FEM YZ 248 - 40/Vert / vert,1,259,2023-12-28 19:22:46,,
YCN-000389,Non affectée,,إبراهيم الشافعي,07-72-13-22-79,N/A,مراكش,CHAUSS FEM YZ 244 - 37/أسود / noir,1,249,2025-03-31 15:43:12,,
YCN-000390,Non affectée,,زينب Zahidi,07-39-45-53-28,N/A,Safi,SDL HOM YZ740 - 43/marron / بني,1,345,2023-01-09 17:57:50,,
SHP-000391,Doublon,,فاطمة العلوي,07-36-14-38-63,N/A,مكناس,CHAUSS FEM YZ 248 - 38/Bleu / bleu,1,259,2024-05-04 14:37:35,YCN-000224 (L434),
YCN-000392,Non affectée,,نادية بناني,06-20-94-67-72,12 Rue Al Qods,Casablanca,CHAUSS HOM YZ 303 - 43/Marron / marron,1,289,2023-05-21 08:37:00,,
YCN-000393,Non affectée,,Mustapha Benali,06-11-76-42-68,N/A,Rabat,CHAUSS FEM YZ 248 - 40/Bleu / bleu,1,259,2023-01-23 14:42:59,,
SHP-000394,Non affectée,,Youssef Amrani,06-69-19-31-57,N/A,Agadir,ESP HOM YZ650 - 44/أسود أبيض / noir blanc,1,299,2025-02-17 11:04:22,,
YCN-000395,Non affectée,Op2,Omar Bennani,07-80-89-33-12,N/A,Marrakech,CHAUSS HOM YZ 303 - 41/Noir / noir,1,289,2024-11-06 16:46:39,,
SHP-000396,Non affectée,,عبد القادر Bouziane,07-35-95-37-22,N/A,آسفي,CHAUSS FEM YZ 247 - 36/Noir / noir,1,239,2023-03-18 17:38:09,,
SHP-000397,Non affectée,,Fatima Amrani,06-71-20-84-98,N/A,Taza,CHAUSS FEM YZ 244 - 37/أحمر / rouge,2,249,2024-07-20 22:15:47,,
YCN-000398,Non affectée,,مليكة التازي,07-94-51-92-42,N/A,Khemisset,CHAUSS HOM YZ 303 - 44/Marron / marron,1,289,2024-05-12 13:37:25,,
SHP-000399,Non affectée,,Mustapha Alaoui,07-98-40-70-42,"Rés. Al Amal 2, App 5",Agadir,CHAUSS FEM YZ 247 - 40/Noir / noir,1,239,2023-05-29 19:01:40,,
YCN-000400,Non affectée,Op2,نعيمة العمراني,06-36-72-24-72,N/A,مكناس,CHAUSS HOM YZ 303 - 41/Noir / noir,1,289,2025-05-11 09:49:39,,
SHP-000401,Doublon,,لطيفة الشافعي,07-53-78-76-30,N/A,Khouribga,CHAUSS HOM YZ 304 - 42/Marron / marron,1,279,2023-08-03 09:43:37,YCN-000144 (L459),
SHP-000402,Non affectée,,Zineb Idrissi,06-56-12-27-65,N/A,Settat,CHAUSS FEM YZ 248 - 41/Rouge / rouge,1,259,2023-01-29 21:27:57,,
YCN-000403,Non affectée,,Layla Idrissi,06-80-44-50-86,N/A,تطوان,CHAUSS HOM YZ 304 - 42/Marron / marron,1,279,2024-02-06 12:16:41,,
YCN-000404,Non affectée,,Rajae Tazi,07-92-56-14-19,N/A,Errachidia,CHAUSS FEM YZ 249 - 40/Rose / rose,1,249,2023-04-15 09:37:28,,
YCN-000405,Doublon,,إسماعيل Essabri,06-61-92-95-82,N/A,Safi,CHAUSS FEM YZ 244 - 39/أحمر / rouge,1,249,2024-04-27 15:22:27,YCN-000178 (L274),
YCN-000406,Doublon,,زينب الإدريسي,06-86-17-75-14,N/A,Ouarzazate,CHAUSS FEM YZ 247 - 37/Noir / noir,1,239,2024-06-24 14:02:00,YCN-000123 (L447),
SHP-000407,Non affectée,,Brahim Bennani,07-67-61-72-68,12 Rue Al Qods,الرباط,CHAUSS FEM YZ 244 - 41/أسود / noir,1,249,2024-09-17 10:53:46,,
YCN-000408,Doublon,,خديجة Bouziane,06-15-20-18-69,N/A,Casablanca,CHAUSS FEM YZ 249 - 39/Bleu / bleu,1,249,2023-06-06 09:45:25,YCN-000197 (L491),
YCN-000409,Non affectée,,عمر Ouardi,07-87-16-32-43,N/A,Guercif,CHAUSS FEM YZ 249 - 37/Bleu / bleu,1,249,2025-06-16 08:02:56,,
SHP-000410,Non affectée,,Khadija Benali,06-16-16-50-55,N/A,فاس,SDL HOM YZ740 - 41/noir / أسود,1,345,2023-10-28 19:21:57,,
SHP-000411,Non affectée,,Nadia Benali,06-16-42-39-99,N/A,الرباط,ESP HOM YZ650 - 41/أسود أبيض / noir blanc,1,299,2023-07-12 12:44:29,,
SHP-000412,Non affectée,,مصطفى الفاسي,06-31-84-33-74,N/A,آسفي,CHAUSS HOM YZ 304 - 43/Noir / noir,1,279,2023-08-17 21:43:45,,
SHP-000413,Non affectée,,Abdelkader Chafik,07-68-27-60-96,21 Rue Moulay Ismail,Oujda,SDL HOM YZ740 - 45/marron / بني,1,345,2023-01-08 15:39:43,,
YCN-000414,Non affectée,,Fatima Chafik,06-80-33-55-29,7 Rue El Harouchi,فاس,CHAUSS HOM YZ 303 - 41/Noir / noir,1,289,2023-07-14 17:28:16,,
YCN-000415,Non affectée,,سميرة الشافعي,07-15-24-91-62,N/A,Larache,CHAUSS FEM YZ 247 - 36/Rouge / rouge,1,239,2025-03-21 16:49:48,,
YCN-000416,Non affectée,,خديجة Touhami,06-85-48-13-32,N/A,Tétouan,CHAUSS HOM YZ 303 - 42/Noir / noir,1,289,2024-05-29 22:23:26,,
SHP-000417,Non affectée,,Mustapha Tazi,07-52-44-59-36,N/A,Casablanca,CHAUSS FEM YZ 244 - 37/أزرق / bleu,1,249,2025-06-25 20:14:58,,
YCN-000418,Doublon,,كريم Abouali,06-26-54-54-77,N/A,Taza,CHAUSS FEM YZ 249 - 39/Bleu / bleu,1,249,2023-05-29 08:57:38,YCN-000063 (L190),
SHP-000419,Non affectée,Op3,Brahim Idrissi,07-21-86-54-99,N/A,Kénitra,ESP HOM YZ650 - 42/أسود أبيض / noir blanc,1,299,2025-05-14 13:31:17,,
YCN-000420,Non affectée,,Driss El Fassi,07-69-99-99-65,N/A,مكناس,CHAUSS HOM YZ 303 - 40/Marron / marron,1,289,2025-05-30 16:31:15,,
YCN-000421,Erronée,,Rajae Alaoui,01-61-17-95-36,N/A,Essaouira,CHAUSS FEM YZ 247 - 40/Noir / noir,1,239,2024-08-02 20:22:25,Adresse incomplète,
YCN-000422,Non affectée,,Khadija Idrissi,07-50-44-73-15,N/A,تازة,CHAUSS FEM YZ 247 - 40/Rouge / rouge,1,239,2024-07-23 19:14:46,,
YCN-000423,Non affectée,,حميد Bouziane,07-88-29-62-31,21 Rue Moulay Ismail,مراكش,CHAUSS FEM YZ 248 - 40/Bleu / bleu,1,259,2025-05-03 14:40:18,,
SHP-000424,Non affectée,,Mustapha El Fassi,07-69-43-24-72,N/A,Taza,CHAUSS FEM YZ 244 - 38/أسود / noir,1,249,2023-09-02 13:37:40,,
YCN-000425,Doublon,,نادية Essabri,06-94-24-47-22,N/A,El Jadida,CHAUSS HOM YZ 303 - 40/Marron / marron,1,289,2025-03-03 16:56:13,SHP-000114 (L497),
SHP-000426,Non affectée,,نور الدين Lahlou,07-50-39-54-99,N/A,Settat,CHAUSS FEM YZ 247 - 37/Noir / noir,1,239,2025-04-07 11:40:32,,
YCN-000427,Non affectée,,Redouane Bennani,06-79-75-16-71,N/A,الراشيدية,CHAUSS HOM YZ 304 - 43/Marron / marron,1,279,2023-06-04 14:22:32,,
YCN-000428,Non affectée,,Omar Idrissi,06-65-84-27-40,N/A,مكناس,CHAUSS FEM YZ 249 - 36/Rose / rose,1,249,2024-02-28 09:29:50,,
YCN-000429,Non affectée,,نور الدين Touhami,06-67-20-72-84,N/A,الرباط,CHAUSS FEM YZ 248 - 40/Rouge / rouge,1,259,2024-05-08 13:43:09,,
YCN-000430,Non affectée,,Said Tazi,06-60-83-29-49,8 Rue Al Massira,القنيطرة,ESP HOM YZ650 - 43/الرمادي / gris,1,299,2023-12-03 19:29:03,,
SHP-000431,Non affectée,,Houda Benali,06-61-68-20-23,33 Rue Omar Ibn Khattab,تازة,CHAUSS FEM YZ 248 - 38/Vert / vert,1,259,2024-05-06 17:06:17,,
YCN-000432,Non affectée,,Malika Chafik,07-56-75-89-96,N/A,الدار البيضاء,CHAUSS FEM YZ 248 - 40/Vert / vert,1,259,2025-04-14 15:48:50,,
YCN-000433,Non affectée,,رضوان بن علي,07-36-89-99-83,"Rés. Al Amal 2, App 5",Beni Mellal,CHAUSS HOM YZ 303 - 44/Noir / noir,1,289,2023-10-23 09:34:34,,
YCN-000434,Doublon,,Omar El Fassi,07-52-56-71-96,N/A,تطوان,CHAUSS HOM YZ 303 - 40/Noir / noir,1,289,2023-08-17 17:18:07,YCN-000142 (L22),
YCN-000435,Non affectée,,Ismail Idrissi,07-29-55-28-41,N/A,Tétouan,CHAUSS FEM YZ 248 - 39/Rouge / rouge,1,259,2024-09-13 12:21:38,,
YCN-000436,Non affectée,,لحسن الفاسي,06-22-79-88-99,N/A,Tétouan,ESP HOM YZ650 - 43/الأزرق / bleu,1,299,2025-03-16 15:52:10,,
YCN-000437,Non affectée,,Said Idrissi,06-44-18-51-64,N/A,Safi,ESP HOM YZ650 - 40/الرمادي / gris,1,299,2024-06-02 08:19:26,,
YCN-000438,Non affectée,,Mustapha Amrani,06-13-48-30-79,N/A,Settat,CHAUSS HOM YZ 303 - 44/Noir / noir,1,289,2023-10-13 16:21:10,,
YCN-000439,Non affectée,,Rajae Tazi,07-95-64-31-82,33 Rue Omar Ibn Khattab,Tétouan,CHAUSS HOM YZ 304 - 43/Noir / noir,1,279,2024-07-22 09:23:38,,
YCN-000440,Non affectée,,Karim Idrissi,07-23-66-76-38,N/A,الراشيدية,CHAUSS FEM YZ 249 - 40/Rose / rose,1,249,2025-03-22 17:04:13,,
YCN-000441,Non affectée,,Abdelkader Tazi,07-87-10-40-95,N/A,فاس,CHAUSS FEM YZ 249 - 37/Rose / rose,1,249,2024-06-06 20:13:59,,
SHP-000442,Non affectée,,Omar Amrani,06-48-61-12-66,N/A,أگادير,SDL HOM YZ740 - 42/marron / بني,1,345,2025-06-06 19:28:22,,
SHP-000443,Non affectée,,Layla Amrani,06-10-92-69-28,N/A,القنيطرة,SDL HOM YZ740 - 45/noir / أسود,1,345,2023-06-17 22:08:38,,
YCN-000444,Non affectée,,Naima Alaoui,06-83-19-34-26,N/A,أگادير,CHAUSS FEM YZ 249 - 36/Rose / rose,1,249,2025-03-22 15:40:08,,
YCN-000445,Erronée,,Zineb Amrani,06-94-45-21-58,N/A,Beni Mellal,CHAUSS FEM YZ 247 - 39/Rouge / rouge,1,239,2023-05-27 08:52:24,Numéro de téléphone invalide,
SHP-000446,Doublon,,Karim Idrissi,07-59-15-54-14,Lotissement Chourouk,وجدة,CHAUSS FEM YZ 249 - 39/Rose / rose,1,249,2023-07-07 14:17:25,YCN-000029 (L149),
SHP-000447,Non affectée,,Aicha Chafik,07-17-60-35-93,N/A,Oujda,CHAUSS FEM YZ 247 - 37/Noir / noir,1,239,2025-06-09 16:44:55,,
YCN-000448,Non affectée,,Nadia Chafik,06-38-91-90-40,N/A,تطوان,CHAUSS HOM YZ 303 - 41/Marron / marron,1,289,2025-03-12 15:27:46,,
YCN-000449,Non affectée,,Said Benali,07-48-41-66-86,5 Lot Ennakhil,الدار البيضاء,CHAUSS FEM YZ 247 - 37/Bleu / bleu,1,239,2024-09-28 09:03:01,,
YCN-000450,Erronée,,Malika Alaoui,06-49-38-49-35,33 Rue Omar Ibn Khattab,El Jadida,CHAUSS FEM YZ 248 - 37/Vert / vert,1,259,2023-04-15 22:28:20,Client non joignable,
YCN-000451,Non affectée,,Driss Chafik,07-75-96-81-73,N/A,فاس,SDL HOM YZ740 - 44/noir / أسود,1,345,2025-01-18 17:33:21,,
YCN-000452,Non affectée,,Hassan Alaoui,07-70-60-98-97,N/A,Safi,CHAUSS FEM YZ 247 - 39/Noir / noir,1,239,2023-12-15 08:23:34,,
SHP-000453,Non affectée,,Hassan Tazi,06-66-24-77-10,7 Rue El Harouchi,مكناس,CHAUSS FEM YZ 244 - 41/أزرق / bleu,1,249,2024-08-31 22:24:21,,
YCN-000454,Non affectée,,Ismail Idrissi,06-18-13-48-63,N/A,تازة,CHAUSS FEM YZ 244 - 40/أسود / noir,1,249,2023-04-20 08:23:09,,
SHP-000455,Doublon,,Souad Amrani,06-29-57-13-84,N/A,مكناس,CHAUSS FEM YZ 248 - 40/Bleu / bleu,1,259,2025-06-01 22:39:29,YCN-000181 (L122),
YCN-000456,Non affectée,,عائشة التازي,07-52-70-77-29,N/A,Kénitra,CHAUSS FEM YZ 244 - 37/أزرق / bleu,1,249,2024-06-23 22:36:15,,
YCN-000457,Non affectée,,Driss Chafik,06-90-21-30-23,N/A,Essaouira,SDL HOM YZ740 - 42/marron / بني,1,345,2024-12-08 09:06:10,,
